"Proposal Title","Principal Investigator","Proposal Number","Award Number","Institution","Program","Mechanism","Research Topic","Fiscal Year","Award Amount"
"Addressing Treatment Resistance in Models of Lethal Prostate Cancer by Identifying Novel Targets for Drug Discovery","VASCIAVEO, ALESSANDRO ","PC180893","W81XWH-19-1-0337","Institution: COLUMBIA UNIVERSITY MEDICAL CENTER","PCRP","Early Investigator Research Award","Primary: BioinformaticsSecondary: Drug Development","2018","$322,931.00"
"Intraoperative Imaging of Cavernous Nerves in Radical Prostatectomy for Prostate Cancer","DAI, XIANJIN ","PC180895","W81XWH-19-1-0567","Institution: EMORY UNIVERSITY","PCRP","Early Investigator Research Award","Primary: Device DevelopmentSecondary: Laser Technology","2018","$306,960.00"
"Targeting EZH2 for Novel Combination Therapeutic Strategies in Aggressive Variant Prostate Cancer","MOREL, KATHERINE L","PC180901","W81XWH-19-1-0305","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Early Investigator Research Award","Primary: Chemotherapy/ Pharmacotherapy","2018","$346,439.00"
"The RET Kinase Signaling Axis in Neuroendocrine Prostate Cancer Plasticity","ZHOU, YUZHEN ","PC180903","W81XWH-19-1-0300","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Early Investigator Research Award","Primary: ProgressionSecondary: Drug Resistance/Multi-Drug Resistance","2018","$338,550.00"
"The SEMA3E-Plexin D1-NRP2 Triad in Enzalutamide Resistance and Neuroendocrine Prostate Cancer","WU, BOYANG ","PC180912","W81XWH-19-1-0279","Institution: WASHINGTON STATE UNIVERSITY, PULLMAN","PCRP","Idea Expansion Award","Primary: ProgressionSecondary: Drug Resistance/Multi-Drug Resistance","2018","$573,750.00"
"PSA Level During Midlife and Undiagnosed Prostate Cancer at Autopsy: Understanding Tumor Biology and Racial Disparities","PRESTON, MARK ","PC180920","W81XWH-19-1-0708","Institution: BRIGHAM AND WOMEN'S HOSPITAL, INC.","PCRP","Health Disparity Research Award - New Investigator","Primary: Clinical BiomarkersSecondary: Biological Epidemiology","2018","$773,999.00"
"Racial Disparities in Active Surveillance Adherence and Quality of Life in a Population-Based Prospective Cohort of Men with Low-Risk Prostate Cancer","XU, JINPING ","PC180927","W81XWH-19-1-0794","Institution: WAYNE STATE UNIVERSITY","PCRP","Health Disparity Research Award - Established Investigator","Primary: Decision MakingSecondary: Quality of Life","2018","$1,305,085.00"
"Transferrin-Based PET to Detect and Monitor Treatment Response in Treatment-Emergent Small-Cell Neuroendocrine Prostate Cancer","AGGARWAL, RAHUL R","PC180929","W81XWH-19-1-0585","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","PCRP","Idea Expansion Award","Primary: Nuclear Medicine ImagingSecondary: Clinical Biomarkers","2018","$603,518.00"
"Do Black Men with Metastatic Castration-Resistant Prostate Cancer Have Worse Outcomes Than White Patients? A Nationwide VA Study","VIDAL, ADRIANA ","PC180938","W81XWH-19-1-0748","Institution: CEDARS-SINAI MEDICAL CENTER","PCRP","Health Disparity Research Award - New Investigator","Primary: Not Otherwise Specified","2018","$760,186.00"
"Role of Unique Exosomes Secreted Under Hypoxia in Prostate Cancer Aggressiveness","DEEP, GAGAN ","PC180947","W81XWH-19-1-0427","Institution: WAKE FOREST UNIVERSITY HEALTH SCIENCES","PCRP","Idea Expansion Award","Primary: BiomarkersSecondary: Clinical Biomarkers","2018","$581,242.00"
"Treatment Options and Survival of Metastatic Prostate Cancer Patients","DRAKE, BETTINA ","PC180949","W81XWH-19-1-0214","Institution: WASHINGTON UNIVERSITY","PCRP","Idea Expansion Award","Primary: Health Care SettingsSecondary: Descriptive Epidemiology/ Surveillance","2018","$590,104.00"
"Quality of Life Among African American Prostate Cancer Survivors and Their Partners: A Multilevel Perspective","CHO, DALNIM ","PC180952","W81XWH-19-1-0460","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","PCRP","Health Disparity Fellowship Award","Primary: Quality of LifeSecondary: Health Care Settings","2018","$319,544.00"
"Genomic and Biological Risk Prediction of Aggressive and Lethal Prostate Cancer in African American Men","MAHAL, BRANDON ","PC180956","W81XWH-19-1-0303","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Health Disparity Fellowship Award","Primary: GenomicsSecondary: Biomarkers","2018","$356,000.00"
"Discovery of Genetic and Immunobiological Differences in African American and Caucasian American Prostate Cancers","SCHAFER, CARA ","PC180958","W81XWH-19-1-0302","Institution: HENRY M. JACKSON FOUNDATION","PCRP","Health Disparity Fellowship Award","Primary: Tumor ImmunologySecondary: Clinical Biomarkers","2018","$238,079.00"
"Factors Associated with Racial and Ethnic Disparity in Quality of Prostate Cancer Care Among Veterans and Non-Veterans","JAYADEVAPPA, RAVISHANKAR ","PC180964","W81XWH-19-1-0461","Institution: PENNSYLVANIA, UNIVERSITY OF","PCRP","Health Disparity Research Award - Established Investigator","Primary: Health Care SettingsSecondary: Quality of Life","2018","$1,092,628.00"
"Tumor Exosome-Adipose Stem Cell Axis in Racial Disparity of Prostate Cancer","ABDEL-MAGEED, ASIM B","PC180967","W81XWH-19-1-0396","Institution: TULANE UNIVERSITY","PCRP","Health Disparity Research Award - Established Investigator","Primary: Cancer Stem CellsSecondary: Tumor Heterogeneity","2018","$1,470,679.00"
"Race-Related Germline Genetic Variation and Response to Secondary Hormonal Therapy in Metastatic Castration-Resistant Prostate Cancer","GEORGE, DANIEL J","PC180980","W81XWH-19-1-0458","Institution: DUKE UNIVERSITY","PCRP","Health Disparity Research Award - Established Investigator","Primary: Clinical BiomarkersSecondary: Bioinformatics","2018","$1,609,691.00"
"Characterize the Immune-Oncologic Profile of Lethal Prostate Cancer in African American Men and Develop New Therapeutic Avenues for This Patient Population","YAMOAH, KOSJ ","PC181013","W81XWH-19-1-0435","Institution: H. LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE, AT SOUTH FLORIDA, UNIVERSITY OF","PCRP","Health Disparity Research Award - Established Investigator","Primary: Tumor ImmunologySecondary: Clinical Biomarkers","2018","$1,719,936.00"
"Carcinoma-Associated Fibroblasts from African American Prostate Cancer Promote Aggressive Tumors: Implications for Developing Novel Therapy","ZI, XIAOLIN ","PC181016","W81XWH-19-1-0726","Institution: CALIFORNIA, UNIVERSITY OF, IRVINE","PCRP","Health Disparity Research Award - Established Investigator","Primary: Stromal-Epithelial InteractionsSecondary: Targeted Therapies","2018","$1,407,580.00"
"Strengthening the Evidence for Ethnic Disparities (SEED) Across the Continuum of Prostate Cancer Care","NYAME, YAW ","PC181018","W81XWH-19-1-0577","Institution: WASHINGTON, UNIVERSITY OF","PCRP","Health Disparity Fellowship Award","Primary: Statistical ModelsSecondary: Descriptive Epidemiology/ Surveillance","2018","$179,809.00"
"Epigenomic Landscape of Primary Prostate Cancer in African American Men","LOTAN, TAMARA ","PC181023","W81XWH-19-1-0292","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Health Disparity Research Award - Established Investigator","Primary: GenomicsSecondary: Clinical Biomarkers","2018","$1,516,374.00"
"Targeting acetylcholine signaling in chemotherapy-resistant prostate cancer","BLAND, TYLER ","PC190005","W81XWH-20-1-0115","Institution: WASHINGTON STATE UNIVERSITY, PULLMAN","PCRP","Early Investigator Research Award","","2019","$306,000.00"
"Anti-Androgens Treatment Enhances Cytotoxicity of Oxidative-Phosphorylation Inhibitors against Castration-Resistant Prostate Cancer","WILDING, GEORGE ","PC190031","W81XWH-20-1-0306","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","PCRP","Idea Development Award - Established Investigator","","2019","$1,215,000.00"
"Development of 5D3 mAb and USPIO-Based Theranostics for Image-Guided Prostate Cancer Therapy","HAPUARACHCHIGE, SUDATH ","PC190040","W81XWH-20-1-0429","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Idea Development Award - New Investigator","","2019","$971,022.00"
"Identification of Therapeutic Vulnerability in Prostate Cancer Harboring Chromosome 17p Loss","ZHANG, XINNA ","PC190042","W81XWH-20-1-0201","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","PCRP","Idea Development Award - Established Investigator","","2019","$1,188,750.00"
"Transgenic T cell Immunotherapy Targeting Prostate-Restricted Epithelial Antigens in Prostate Cancer","DELUCIA, DIANA C","PC190057","W81XWH-20-1-0119","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Early Investigator Research Award","","2019","$352,000.00"
"Understanding the Role of CDK12 and Identifying Immunotherapy and Synthetic Lethal Targeting Strategies","CHOU, JONATHAN ","PC190084","W81XWH-20-1-0136","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","PCRP","Physician Research Award","","2019","$1,095,000.00"
"Extremophile RNA Delivery for Radioprotection in Prostate Cancer Patients","BYRNE, JAMES D","PC190091","W81XWH-20-1-0225","Institution: BRIGHAM AND WOMEN'S HOSPITAL, INC.","PCRP","Early Investigator Research Award","","2019","$225,520.00"
"Regulation of Prostate Cancer Dormancy and Recurrence by Hippo Signaling","CACKOWSKI, FRANK ","PC190093","W81XWH-20-1-0394","Institution: WAYNE STATE UNIVERSITY","PCRP","Physician Research Award","","2019","$1,155,000.00"
"Novel Methods to Elucidate Abiraterone Resistance Mechanisms Using RNA-Seq Data and Xenograft Models from CRPC Patients","WANG, LIEWEI ","PC190095","W81XWH-20-1-0262","Institution: MAYO CLINIC","PCRP","Idea Development Award - Established Investigator","","2019","$1,042,692.00"
"MTDH/SND1 protein complex in ERG-mediated transformation and therapeutic resistance","LIAO, SHENG-YOU ","PC190101","W81XWH-20-1-0082","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Early Investigator Research Award","","2019","$352,000.00"
"Targeting castration-resistant prostate cancer by engineering 3¿ untranslated region","YUAN, FUWEN ","PC190108","W81XWH-20-1-0068","Institution: DUKE UNIVERSITY","PCRP","Early Investigator Research Award","","2019","$321,988.00"
"Combining Therapeutic Response Genomic Signatures with Machine Learning to Predict Patient Outcome from Potentially Lethal Prostate Cancer","MARTIN, DARRYL T","PC190121","W81XWH-20-1-0297","Institution: YALE UNIVERSITY","PCRP","Idea Development Award - Established Investigator","","2019","$1,256,250.00"
"Boosting Complement Activity Suppresses Development of Castration Resistance","XIN, LI ","PC190127","W81XWH-20-1-0218","Institution: WASHINGTON, UNIVERSITY OF","PCRP","Idea Development Award - Established Investigator","","2019","$1,199,009.00"
"Defining the role of absent in melanoma 1 (AIM1) in aggressive prostate cancer","HAFFNER, MICHAEL C","PC190137","W81XWH-20-1-0111","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Physician Research Award","","2019","$1,320,000.00"
"Multiplex functional interrogation of combinations of genetic alterations in prostate cancer","LI, SHAN ","PC190158","W81XWH-20-1-0083","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Early Investigator Research Award","","2019","$352,000.00"
"Investigating the role of stromal Wnt signaling in advanced prostate cancer","WEI, XING ","PC190165","W81XWH-20-1-0039","Institution: WASHINGTON, UNIVERSITY OF","PCRP","Early Investigator Research Award","","2019","$352,998.00"
"Inhibiting Bone Destruction by Prostate Cancer with Dual-Acting Bone-Defending Agents","BERGAN, RAYMOND ","PC190174","W81XWH-20-1-0267","Institution: OREGON HEALTH AND SCIENCE UNIVERSITY","PCRP","Idea Development Award - Established Investigator","","2019","$1,155,000.00"
"Implications of Mental Health Illness on Outcomes of Prostate Cancer Patients in the Veterans Affairs Medical System","KLAASSEN, ZACHARY ","PC190183","W81XWH-20-1-0073","Institution: AUGUSTA UNIVERSITY RESEARCH INSTITUTE, INC.","PCRP","Physician Research Award","","2019","$1,068,769.00"
"Targeting the Drivers of Androgen Receptor Pathway-Independent Prostate Cancer","BIRNBAUM, MICHAEL D","PC190192","W81XWH-20-1-0084","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Early Investigator Research Award","","2019","$352,000.00"
"Molecular and Genetic Determinants of Response to Carboplatin with or without an ATR Inhibitor (M6620) in mCRPC","CHOUDHURY, ATISH ","PC190196","W81XWH-20-1-0057","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Translational Science Award","","2019","$1,327,500.00"
"De Novo Lipogenesis and Chemosensitivity of Prostate Cancer","CHEN, MING ","PC190205","W81XWH-20-1-0185","Institution: DUKE UNIVERSITY","PCRP","Idea Development Award - Established Investigator","","2019","$1,207,500.00"
"Polyploid Giant Cancer Cells Actuate Prostate Cancer Tumor Resistance and Lethal Phenotype","AMEND, SARAH ","PC190206","W81XWH-20-1-0353","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Idea Development Award - New Investigator","","2019","$889,926.00"
"Unraveling the dynamic protein expression levels of Androgen Receptor Variants in Prostate Cancer","SYCHEV, ZOI ","PC190210","W81XWH-20-1-0070","Institution: MINNESOTA, UNIVERSITY OF, TWIN CITIES","PCRP","Early Investigator Research Award","","2019","$308,000.00"
"The role of the paralogs CBP and p300 in androgen receptor function and prostate cancer ","TEWARI, ALOK ","PC190218","W81XWH-20-1-0032","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Early Investigator Research Award","","2019","$354,000.00"
"Targeting Neuroendocrine Prostate Cancer by Engineering 3 Untranslated Regions","WANG, QIANBEN ","PC190229","W81XWH-20-1-0183","Institution: DUKE UNIVERSITY","PCRP","Idea Development Award - Established Investigator","","2019","$1,153,873.00"
"The Effect of Androgen Metabolism by Gastrointestinal Microbiota on Resistance to Androgen Receptor Axis-Targeted Therapies in Metastatic Prostate Cancer","SFANOS, KAREN ","PC190236","W81XWH-20-1-0274","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Idea Development Award - Established Investigator","","2019","$1,222,466.00"
"Evaluating the Impact of Prostate Cancer Therapy on the Sexual Quality of Life of Couples","LOEB, STACY ","PC190248","W81XWH-20-1-0380","Institution: NEW YORK UNIVERSITY SCHOOL OF MEDICINE","PCRP","Idea Development Award - New Investigator","","2019","$872,210.00"
"Crosstalk between Notch signaling and lineage-determining transcriptional factors drives neuroendocrine differentiation in advanced prostate cancer","KU, SHENG-YU ","PC190250","W81XWH-20-1-0033","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Early Investigator Research Award","","2019","$346,460.00"
"Inflammatory Processes, Emotion Regulation, and Depression in Prostate Cancer Survivors","HOYT, MICHAEL ","PC190263","W81XWH-20-1-0308","Institution: CALIFORNIA, UNIVERSITY OF, IRVINE","PCRP","Translational Science Award","","2019","$998,182.00"
"Targeting Basal-Like Prostate Cancer with Cadherin 3 Antibody-Drug Conjugate as Single Agent and in Combination with Immunotherapy","LU, XIN ","PC190276","W81XWH-20-1-0312","Institution: NOTRE DAME, UNIVERSITY OF","PCRP","Idea Development Award - Established Investigator","","2019","$1,150,994.00"
"Genetic Testing in the Safety Net: Improving Equity in Prostate Cancer Treatment","GUNN, CHRISTINE ","PC190288","W81XWH-20-1-0110","Institution: BOSTON MEDICAL CENTER","PCRP","Health Disparity Research Award - New Investigator","","2019","$949,547.00"
"Defining Transcription Factor Networks Governing Androgen Receptor-Null Prostate Cancer","SAWYERS, CHARLES ","PC190310","W81XWH-20-1-0289","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","PCRP","Idea Development Award - Established Investigator","","2019","$1,327,500.00"
"Measuring Patient-Reported Outcomes Related to Radiopharmaceuticals for Prostate Cancer","GONZALEZ, BRIAN D","PC190323","W81XWH-20-1-0351","Institution: H. LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE, AT SOUTH FLORIDA, UNIVERSITY OF","PCRP","Idea Development Award - New Investigator","","2019","$955,517.00"
"BKI-1553: Transformational Therapy for Castrate-Resistant Prostate Cancer","PLYMATE, STEPHEN ","PC190324","W81XWH-20-1-0146","Institution: WASHINGTON, UNIVERSITY OF","PCRP","Translational Science Award","","2019","$1,323,750.00"
"Identifying and Reducing Disparities in Symptom Burden Among African American Prostate Cancer Survivors","GONZALEZ, BRIAN D","PC190343","W81XWH-20-1-0126","Institution: H. LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE, AT SOUTH FLORIDA, UNIVERSITY OF","PCRP","Health Disparity Research Award - New Investigator","","2019","$902,614.00"
"Defining Overexpression of MYBL2 as a Driver of Lethal Prostate Cancer","ELLIS, LEIGH ","PC190362","W81XWH-20-1-0056","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Translational Science Award","","2019","$1,234,189.00"
"Enhanced Genetic Awareness and Genetic Evaluation for Men Through Technology: The ENGAGEMENT Study","GIRI, VEDA N","PC190370","W81XWH-20-1-0310","Institution: THOMAS JEFFERSON UNIVERSITY","PCRP","Idea Development Award - Established Investigator","","2019","$1,004,004.00"
