"","Proposal Number","Publication"
"6386","PC111832","Reynoso FJ, Manohar N, Krishnan S, et al.  2014.  Design of a Yb-169 source optimized for gold nanoparticle-aided radiation therapy.  Med Phys 41(10):101709."
"6387","PC111832","Reynoso FJ, Munro Iii JJ and Cho SH. 2017. Technical Note: Monte Carlo calculations of the AAPM TG-43 brachytherapy dosimetry parameters for a new titanium encapsulated Yb-169 source. J Appl Clin Med Phys. 18(4): 193-199. doi: 10.1002/acm2.12111."
"6388","PC111860","Sheng Weng, Xiaoyun Xu, Jiasong Li, and Stephen T. C. Wong, 'Combining deep learning and coherent anti-Stokes Raman scattering imaging for automated differential diagnosis of lung cancer,' J Biomed Opt. 2017 Oct;22(10):1-10"
"6389","PC111867","Johnson KJ, Mitra S, Katoch P, et al.  2013.  Phosphorylation on Serines 279 and 282 of connexin43 regulates endocytosis and gap junction assembly in pancreatic cancer cells.  Mol Biol Cell 24:715-733."
"6390","PC111867","Katoch P, Mitra S, Ray A, et al.  2015.  The carboxyl tail of Connexin32 regulates gap junction assembly in human prostate and pancreatic cancer cells.  J Biol Chem 290:4647-4662."
"6391","PC111867","Kelsey L, Katoch P, Johnson, KE, et al.  2012.  Retinoids regulate the formation and degradation of gap junctions in androgen-responsive human prostate cancer cells.  PLoS ONE 7:e32846."
"6392","PC111867","Kelsey LS, Katoch P, Ray M, et al.  2014.  Vitamin D3 regulates the formation and degradation of gap junctions in androgen-responsive human prostate cancer cells.  PLoS One 9(9):e106437."
"6393","PC111867P1","Johnson KJ, Mitra S, Katoch P, et al.  2013.  Phosphorylation on Serines 279 and 282 of connexin43 regulates endocytosis and gap junction assembly in pancreatic cancer cells.  Mol Biol Cell 24:715-733."
"6394","PC111867P1","Kelsey L, Katoch P, Johnson, KE, et al.  2012.  Retinoids regulate the formation and degradation of gap junctions in androgen-responsive human prostate cancer cells.  PLoS ONE 7:e32846."
"6395","PC111867P1","Kelsey, LS; Katoch P, Ray Mitra S, et al.  2014 .  Vitamin D3 regulates the formation and degradation of gap junctions in androgen-responsive human prostate cancer cells.  PLoS ONE 9:e106437."
"6396","PC111867P1","Katoch P, Mitra S, Ray A, et al.  2015.  The carboxyl tail of connexin32 regulates gap junction assembly in human prostate and pancreatic cancer cells.  J Biol Chem 290:4647-4662."
"6397","PC111877","Mayers J, Wu C, Clish C, et al.  2014.  Elevation of circulating branched-chain amino acids is an early event in human pancreatic adenocarcinoma development.  Nature medicine 20(10): PMID: 25261994."
"6398","PC111877","Machiela MJ, Lindström S, Allen NE, et al.  2012.  Association of type 2 diabetes susceptibility variants with advanced prostate cancer risk in the breast and prostate cancer cohort consortium.  Am J Epidemiol 176(12):1121-1129."
"6399","PC111877","Song Y, Chavarro JE, Cao Y, et al.  2013.  Whole milk intake is associated with prostate cancer- specific mortality among U.S. male physicians.  J Nutr 143(2): PMID:23256145."
"6400","PC111877","Cao Y, Lindström S, Schumacher F, et al.  2014.  Insulin-like growth factor (IGF) pathway genetic polymorphisms, circulating IGF1 and IGFBP3 levels and prostate cancer survival.  JNCI 106(6): PMID: 24824313."
"6401","PC111969","Antonarakis ES, Lu C, Wang H, et al.  2014.  AR-V7 and resistance to Enzalutamide and Abiraterone in prostate cancer.  N Engl J Med 371(11):1028-1038."
"6402","PC111969","Nakazawa M, Lu C, Chen Y, et al.  2015.  Serial blood-based analysis of AR-V7 in men with advanced prostate cancer.  Annals of Oncology: Official Journal of the European Society for Medical Oncology/ESMO 5:26(9):1859-1865."
"6403","PC111969","Antonarakis ES, Lu C, Luber B, et al.  2015.  Androgen receptor splice variant 7 and efficacy of taxane chemotherapy in patients with metastatic castration-resistant prostate cancer.  JAMA Oncology 1(5):582-591."
"6404","PC112000","Zhang A, Zhang J, Plymate S, et al.  2016.  Classical and non-classical roles for pre-receptor control of DHT metabolism in prostate cancer progression.  Horm Cancer 7:104-113."
"6405","PC112000","Mostaghel EA, Zhang A, and Plymate.  2016.  UDP-glucuronosyltransferase enzymes in prostate cancer progression: Is only androgen catabolism involved?  EAU 69:610-612."
"6406","PC112061","Joshu CE, Peskoe SB, Heaphy CM, et al. 2018. Current or recent smoking is associated with more variable telomere length in prostate stromal cells and prostate cancer cells. Prostate 78(3): 233-238. doi: 10.1002/pros.23462."
"6407","PC112061","Julin B, Shui I, Heaphy CM, et al.  2015.  Circulating leukocyte telomere length and risk of overall and aggressive prostate cancer.  Br J Cancer 112(4):769-776."
"6408","PC112061","Joshu CE, Peskoe SB, Heaphy CM, et al.  2015.  Prediagnostic obesity and physical inactivity are associated with shorter telomere length in prostate stromal cells.  Cancer Prev Res 8(8):737-742."
"6409","PC112093","Johnson LE, Brockstedt D, Leong M, et al. 2018. Heterologous vaccination targeting prostatic acid phosphatase (PAP) using DNA and Listeria vaccines elicits superior anti-tumor immunity dependent on CD4+ T cells elicited by DNA priming. Oncoimmunology 7(8): e1456603. doi: 10.1080/2162402X.2018.1456603."
"6410","PC120116","Yu Z, Chen S, Sowalsky AG, et al.  2014.  Rapid induction of androgen receptor splice variants by androgen deprivation in prostate cancer.  Clin Cancer Res. 20(6):1590-1600."
"6411","PC120116","Sowalsky A, Sager R, Schaefer R, et al.  2015.  Loss of wave1 gene defines a subtype of lethal prostate cancer.  Oncotarget 6:12383-12391."
"6412","PC120116","Sowalsky AG, Xia Z, Wang L, et al.  2015.  Whole transcriptome sequencing reveals extensive unspliced mrna in metastatic castration-resistant prostate cancer.  Mol Cancer Res 13(1):98-106."
"6413","PC120116","Chen E, Sowalsky AG, Gao S, et al.  2015.  Treatment in castration-resistant prostate cancer selects for progesterone responsive mutant androgen receptors.  Clin Cancer Res 21(6):1273-1280."
"6414","PC120233","Simões RV, Veeraperumal S, Serganova IS, et al. 2017. Inhibition of prostate cancer proliferation by Deferiprone. NMR Biomed. 30(6). doi: 10.1002/nbm.3712."
"6415","PC120233","Leftin A, Zhao H, Turkekul M, et al. 2017. Iron Deposition is Associated with Differential Macrophage Infiltration and Therapeutic Response to Iron Chelation in Prostate Cancer. Scientific Reports. 7(1): 11632. doi. 10.1038/s41598-017-11899-2."
"6416","PC120241","Crowell PD, Fox JJ, Hashimoto T, Diaz JA, Navarro HI, Henry GH, Feldmar BA, Lowe MG, Garcia AJ, Wu YE, et al. Expansion of Luminal Progenitor Cells in the Aging Mouse and Human Prostate. Cell Rep. 2019 Aug 6;28(6):1499-1510.e6. doi: 10.1016/j.celrep.2019.07.007. PubMed PMID: 31390564; PubMed Central PMCID: PMC6710009."
"6417","PC120241","Crowell PD and Goldstein AS. 2017. Functional evidence that progenitor cells near sites of inflammation are precursors for aggressive prostate cancer. Mol Cell Oncol 4(2). doi: 10.1080/23723556.2017.1279723."
"6418","PC120387","Gao S, Ye H, Gerrin S, et al.  2016.  ErbB2 signaling increases androgen receptor expression in abiraterone-resistant Prostate Cancer.  Clin Cancer Res 22:3672-3682."
"6419","PC120387","Liu X, Han W, Gulla S, et al.  2016.  Protein phosphatase 1 suppresses androgen receptor ubiquitylation and degradation.  Oncotarget 7:1754-1764."
"6420","PC120387","Yu Z, Cai C, Gao S, et al.  2014.  Galeterone prevents androgen receptor binding to chromatin and enhances degradation of mutant androgen receptor.  Clin Cancer Res 20:4075-4085."
"6421","PC120464","Kadakia KC, Tomlins SA, Sanghyi SK, et al.  2015.  Comprehensive serial molecular profiling of an 'N of 1' exceptional non-responder with metastatic prostate cancer progressing to small cell carcinoma on treatment.  J Hematol Oncol 8:109."
"6422","PC120464","Hovelson DH, McDaniel AS, Cani AK, et al.  2015.  Development and validation of a scalable next-generation sequencing system for assessing relevant somatic variants in solid tumors.  Neoplasia 17(4):385-399."
"6423","PC120466","Yang YA, and Yu J.  2015.  Current perspectives on FOXA1 regulation of androgen receptor signaling and prostate cancer.  Genes Dis 2(2):144-151."
"6424","PC120466","Yang YA, Kim J, and Yu J.  2014.  Influence of oncogenic transcription factors on chromatin conformation and implicaitons in prostate cancer.  Appl Clin Genet 7:81-91."
"6425","PC120466","Jin JH, Zhao JC, Wu L, et al.  2014.  Cooperativity and equilibrium with FOXA1 define the androgen receptor transcriptional program.  Nat Commun 5:3972."
"6426","PC120466","Yang YA, Zhao JC, Fong KW, et al. 2016.   FOXA1 potentiates lineage-specific enhancer activation through modulating TET1 expression and function.  Nucleic Acids Res 44(17):8153-8164."
"6427","PC120466","Yeqing Angela Yang , ung Kim, Jindan Yu , Influence of oncogenic transcription factors on chromatin conformation and implications
in prostate cancer .The Application of Clinical Genetics 2014:7 81–91"
"6428","PC120466","Xue XY, Yang YA, Zhang A, et al.  2016.  LncRNA HOTAIR enhances ER signaling and confers tamoxifen resistance in breast cancer.  Oncogene 35(21):2746-2755."
"6429","PC120481","Feng S, Wang J, Zhang Y, et al.  2015.  FGF23 promotes prostate cancer progression.  Oncotarget 6(19):17291-17301."
"6430","PC120489","Levenson AS, Kumar A, Zhang X.  2014.  MTA1 family proteins in prostate cancer: Biology, significance and therapeutic opportunities.  Cancer Metastasis Rev 33:929-942."
"6431","PC120489","Dhar S, Kumar A, Li K, et al.  2015.  Resveratrol regulates PTEN/Akt pathway through inhibition of MTA1/HDAC unit of the NuRD complex in prostate cancer.  BBA Molecular Cell Research 1853:265-275."
"6432","PC120489","Kumar A, Lin S-Y, Rimando AM, et al.  2014.  Plant-derived stilbenes inhibit androgen receptor expression in 22RV1 castrate-resistant prostate cancer cell line.  Journal of Medicinally Active Plants (JMAP) 3(1):1-8."
"6433","PC120489","Dhar S, Kumar A, Li K, et al.  2015.  Resveratrol regulates PTEN/Akt pathway through inhibition of MTA1/HDAC unit of the NuRD complex in prostate cancer.  BBA Mol Cell Res 1853:265-275."
"6434","PC120489","Dhar S, Kumar A, Rimando AM, et al.  2015.  Resveratrol and pterostilbene epigenetically restore PTEN expression by targeting oncomiRs of the miR-17 family in prostate cancer.  Oncotarget 6: 27214-27226."
"6435","PC120489","Kumar A, Dhar S, Rimando AM, et al.  2015.  Epigenetic potential of resveratrol and analogs in preclinical models of prostate cancer.  Ann N Y Acad Sci 1348(1):1-9."
"6436","PC120489","Kumar A, Lin S-Y, Rimando AM, et al.  2014.  Stilbenes inhibit androgen receptor expression in 22RV1 castrate-resistant prostate cancer cell line.  Journal of Medicinally Active Plants 3(1):1-8."
"6437","PC120512","Hu CD, Choo R, and Huang J.  2015.  Neuroendocrine differentiation in prostate cancer: A mechanism of radioresistance and treatment failure.  Front Oncol 5:90."
"6438","PC120512","Zhang HT, Zhang D, Zha ZG, et al.  2014.  Transcriptional activation of PRMT5 by NF-Y is required for cell growth and negatively regulated by the PKC/c-Fos signaling in prostate cancer cells.  Biochim Biophys Acta 1839:1330-1340."
"6439","PC120512","Suarez CD, Deng X, and Hu CD.  2014.   Targeting CREB inhibits radiation-induced neuroendocrine differentiation and increases radiation-induced cell death in prostate cancer cells.  Am J Cancer Res 4:850-861."
"6440","PC120512","Zhang H, Zeng L, Tao AW, et al.  2016.  The E3 ubiquitin ligase CHIP mediates  ubiquitination and proteosomal degradation of PRMT5.  Biochem Biophys Acta 1863:336-346."
"6441","PC120532","Rakow-Penner RA, White NS, Margolis DJA, et al.  2015.  Prostate diffusion imaging with distortion correction.  Magnetic Resonance Imaging 33(9):1178-1181."
"6442","PC120532","McCammack KC, Kane CJ, Parsons JK, et al.  2016.  In vivo prostate cancer detection and grading using restriction spectrum imaging-MRI.  Prostate Cancer Prostatic Dis 19:168-173."
"6443","PC120532","White NS, McDonald CR, Farid N, et al.  2014.  Diffusion-weighted imaging in cancer: physical foundations and applications of restriction spectrum imaging.  Cancer Res 74(17):4638-4652."
"6444","PC120532","Liss MA, White NS, Parsons JK, et al.  2015.  Restriction spectrum imaging cellularity index is associated with high grade prostate cancer on radical prostatectomy specimens.  Frontiers in Oncology 5:30."
"6445","PC120532","Yamin G, Schenker-Ahmed NM, Shabaik A, et al.  Voxel level radiologic-pathologic validation of restriction spectrum imaging cellularity index with gleason grade in prostate cancer.  Clin Cancer Res 22(11):2668-2674."
"6446","PC120532","Rakow-Penner RA, White NS, Parsons JK, et al.  2015.  Novel technique for characterizing prostate cancer utilizing MRI restriction spectrum imaging: proof of principle and initial clinical experience with extra-prostatic extension.  Prostate Cancer Prostatic Dis 18:81-85."
"6447","PC120577","Yu Z, Chen S, Sowalsky AG, et al.  2014.  Rapid induction of androgen receptor splice variants by androgen deprivation in prostate cancer.  Clin Cancer Res 20(6):1590-1600."
"6448","PC120577","Yu Z, Cai C, Gao S, et al.  2014.  Galeterone prevents androgen receptor binding to chromatin and enhances degradation of mutant androgen receptor.  Clin Cancer Res 20(15):4075-4085."
"6449","PC120587","Roberts JM, Martin RS, Piyarathna DB, et al. 2017.  Vitamin D receptor activation reduces VCaP xenograft tumor growth and counteracts ERG activity despite induction of TMPRSS2:ERG. Oncotarget. 8(27): 44447-44464. doi: 10.18632/oncotarget.17968."
"6450","PC120587","Kim JS, Roberts JM, Bingman WE, et al.  2014.  The prostate cancer TMPRSS2:ERG fusion synergizes with the Vitamin D receptor (VDR) to induce CYP24A1 expression-limiting VDR signaling.  Endocrinology 155(9):3262-3273."
"6451","PC120653","Ishiguro H, Izumi K, Kashiwagi E, et al.  2015.  Semenogelin I promotes prostate cancer cell growth via functioning as an androgen receptor coactivator and protecting against zinc cytotoxicity.  Am J Cancer Res 5(2):738-747."
"6452","PC120720","Ding Y, Li J, Xiao W, et al.  2015.  Microfluidic-enabled print-to-screen (P2S) platform for high-throughput screening of combinatorial chemotherapy.  Anal Chem 87(20):10166-10171."
"6453","PC120803","Morais CL, Han JS, Gordetsky J, et al.  2015.  Utility of PTEN and ERG immunostaining for distinguishing high grade PIN and intraductal carcinoma of the prostate on needle biopsy.  American J Surgical Path 39(2):169-178."
"6454","PC120803","Lotan TL, Wei W, Ludkovski O, et al.  2016.  Analytic validation of a clinical-grade PTEN immunohistochemistry assay in prostate cancer by comparison to PTEN FISH.  Modern Path 29(8):904-914."
"6455","PC120803","Morais CL Guedes LB, Hicks J, et al.  2016.  ERG and PTEN status of isolated high grade PIN occurring in cystoprostatectomy specimens without invasive prostatic adenocarcinoma.  Human Path 55:117-125."
"6456","PC120817","Rycaj K, Cho EJ, Liu X, et al.  2016.  Longitudinal tracking of subpopulation dynamics and molecular changes during LNCaP cell castration and identification of inhibitors that could target the PSA-/lo castration-resistant cells.  Oncotarget 7(12):14220-14240."
"6457","PC120817","Rycaj K, and Tang DG.  2016.  Metastasis and metastatic cells: A historical perspective and current analysis.  In: Cancer Stem Cells: Targeting the Roots of Cancer, Seeds of Metastasis, and Sources of Therapy Resistance (Liu H, and Lathia JD, Eds).  Academic Press, Elsevier.  Pp317-340."
